ARL,SDRL,MRL,L,Phi,k,Delta,Parameter_string
196.54623333333333,194.92669150857427,136.0,12.35,0.1,,0.0,"phi=0.1,k=-0.05"
201.62653333333333,195.08637075916457,142.0,13.65,0.25,,0.0,"phi=0.25,k=-0.125"
89.25153333333333,87.5043313079352,62.0,12.35,0.1,,0.25,"phi=0.1,k=-0.05"
122.46743333333333,120.89102312721799,85.0,13.65,0.25,,0.25,"phi=0.25,k=-0.125"
31.4382,26.029096169991508,25.0,12.35,0.1,,0.5,"phi=0.1,k=-0.05"
48.48773333333333,45.99965271095956,34.0,13.65,0.25,,0.5,"phi=0.25,k=-0.125"
15.586833333333333,11.155031449480047,13.0,12.35,0.1,,0.75,"phi=0.1,k=-0.05"
22.025466666666667,18.599097239262868,17.0,13.65,0.25,,0.75,"phi=0.25,k=-0.125"
9.515133333333333,6.053145544443998,8.0,12.35,0.1,,1.0,"phi=0.1,k=-0.05"
12.096,8.99770622621862,10.0,13.65,0.25,,1.0,"phi=0.25,k=-0.125"
6.595033333333333,3.940139845092924,6.0,12.35,0.1,,1.25,"phi=0.1,k=-0.05"
7.7897,5.128613254087307,7.0,13.65,0.25,,1.25,"phi=0.25,k=-0.125"
4.908766666666667,2.7635080023204,4.0,12.35,0.1,,1.5,"phi=0.1,k=-0.05"
5.5972,3.294594384746019,5.0,13.65,0.25,,1.5,"phi=0.25,k=-0.125"
3.8718,2.1113577211516446,4.0,12.35,0.1,,1.75,"phi=0.1,k=-0.05"
4.276266666666666,2.343816701213832,4.0,13.65,0.25,,1.75,"phi=0.25,k=-0.125"
3.1489333333333334,1.6561457853166859,3.0,12.35,0.1,,2.0,"phi=0.1,k=-0.05"
3.4383333333333335,1.771364038123038,3.0,13.65,0.25,,2.0,"phi=0.25,k=-0.125"
2.6309666666666667,1.351831251385402,2.0,12.35,0.1,,2.25,"phi=0.1,k=-0.05"
2.867,1.434007554605856,3.0,13.65,0.25,,2.25,"phi=0.25,k=-0.125"
2.2528333333333332,1.1338615313265648,2.0,12.35,0.1,,2.5,"phi=0.1,k=-0.05"
2.436933333333333,1.1892669712427435,2.0,13.65,0.25,,2.5,"phi=0.25,k=-0.125"
1.9520333333333333,0.9573570557645784,2.0,12.35,0.1,,2.75,"phi=0.1,k=-0.05"
2.114733333333333,1.0078870285018169,2.0,13.65,0.25,,2.75,"phi=0.25,k=-0.125"
1.7183666666666666,0.8218572456468473,2.0,12.35,0.1,,3.0,"phi=0.1,k=-0.05"
1.8466666666666667,0.8629922105995833,2.0,13.65,0.25,,3.0,"phi=0.25,k=-0.125"
